torch-version,cuda-version,cudnn-version,model-arch,optimize,batch-size,resolution-h,resolution-w,pixels,iterations,inference-mode,no-grad,cudnn-benchmark,autocast-dtype,channels-last,pessimization,jit-script,eval,compile,compile-mode,set-to-none,bnb,model-params,first-batch (ms),throughput (it/s),peak-memory (GB),model-flops-total,model-flops-addmm,model-flops-conv,model-flops-batch_norm,model-flops-layer_norm,model-flops-linear,model-flops-matmul,model-flops-adaptive_avg_pool2d,container-src
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,True,float32,True,False,False,True,False,None,False,False,25557032,1034,612,13.426,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,True,float32,True,False,False,False,False,None,False,False,25557032,1013,607,13.426,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,True,float32,False,False,False,True,False,None,False,False,25557032,909,693,13.518,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,True,float32,False,False,False,False,False,None,False,False,25557032,929,652,13.427,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,True,float16,True,False,False,True,False,None,False,False,25557032,437,1582,7.008,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,True,float16,True,False,False,False,False,None,False,False,25557032,442,1666,7.088,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,True,float16,False,False,False,True,False,None,False,False,25557032,538,1506,7.014,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,True,float16,False,False,False,False,False,None,False,False,25557032,543,1451,7.012,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,False,float32,True,False,False,True,False,None,False,False,25557032,186,553,13.624,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,False,float32,True,False,False,False,False,None,False,False,25557032,194,553,13.624,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,False,float32,False,False,False,True,False,None,False,False,25557032,163,693,13.426,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,False,float32,False,False,False,False,False,None,False,False,25557032,174,651,13.427,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,False,float16,True,False,False,True,False,None,False,False,25557032,156,1571,7.007,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,False,float16,True,False,False,False,False,None,False,False,25557032,162,1652,7.008,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,False,float16,False,False,False,True,False,None,False,False,25557032,163,1451,7.012,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.13.0,11.8,8.700,resnet50,False,64,256,256,65536,25,False,False,False,float16,False,False,False,False,False,None,False,False,25557032,176,1395,7.012,346435878912,0,341651226624,4645191680,0,131072000,0,8388608,ngc
1.14.0,12.0,8.700,bert-base-uncased,False,64,256,256,65536,25,True,False,True,float32,False,False,False,True,True,None,False,False,109514298,240901,105,0.834,3039486148608,0,0,0,2773155840,3026622283776,10090708992,0,ngc
1.14.0,12.0,8.700,bert-base-uncased,False,64,256,256,65536,25,True,False,True,float32,False,False,False,True,False,None,False,False,109514298,949,103,0.839,3039486148608,0,0,0,2773155840,3026622283776,10090708992,0,ngc
1.14.0,12.0,8.700,bert-base-uncased,False,64,256,256,65536,25,True,False,True,float32,False,False,False,False,True,None,False,False,109514298,1475091,102,0.834,3039486148608,0,0,0,2773155840,3026622283776,10090708992,0,ngc
1.14.0,12.0,8.700,bert-base-uncased,False,64,256,256,65536,25,True,False,True,float32,False,False,False,False,False,None,False,False,109514298,1016,100,0.839,3039486148608,0,0,0,2773155840,3026622283776,10090708992,0,ngc
1.14.0,12.0,8.700,bert-base-uncased,False,64,256,256,65536,25,True,False,True,float16,False,False,False,True,True,None,False,False,109514298,283538,315,0.668,3039486148608,0,0,0,2773155840,3026622283776,10090708992,0,ngc
